Date,Close,1 Month,3 Months,6 Months,12 Months
6/1/1959,58.470001,-0.003585134,0.053212482,0.057369741,0.256532124
7/1/1959,60.509998,0.034294788,0.049459666,0.087326876,0.248626623
8/1/1959,59.599998,-0.015153067,0.015556587,0.072895458,0.221676474
9/1/1959,56.880001,-0.046711737,-0.027570016,0.025642466,0.127721497
10/1/1959,57.52,0.01118891,-0.050675894,-0.001216228,0.113857298
11/1/1959,58.279999,0.013126251,-0.022396576,-0.006839989,0.10482682
12/1/1959,59.889999,0.027250565,0.051565727,0.02399571,0.081365451
1/1/1960,55.610001,-0.07414647,-0.033769654,-0.084445548,0.002881327
2/1/1960,56.119999,0.009129178,-0.037766727,-0.060163303,0.012732155
3/1/1960,55.34,-0.013996263,-0.079013555,-0.027447829,-0.001805362
4/1/1960,54.369999,-0.017683462,-0.022550546,-0.056320201,-0.057536429
5/1/1960,55.830002,0.026498882,-0.005180842,-0.042947569,-0.049787558
6/1/1960,56.919998,0.019335343,0.028150764,-0.050862791,-0.026867081
7/1/1960,55.509998,-0.025083589,0.020750636,-0.001799911,-0.086245459
8/1/1960,56.959999,0.025786101,0.020037854,0.014857012,-0.045306291
9/1/1960,53.52,-0.062293834,-0.061591322,-0.033440559,-0.060888387
10/1/1960,53.389999,-0.002431972,-0.038939705,-0.018189069,-0.07450927
11/1/1960,55.540001,0.039480056,-0.02524575,-0.005207895,-0.048155464
12/1/1960,58.110001,0.045234283,0.082282367,0.020691045,-0.030171746
1/1/1961,61.779999,0.061241888,0.145956228,0.107016523,0.105216612
2/1/1961,63.439999,0.02651489,0.132991062,0.107745312,0.122602324
3/1/1961,65.059998,0.025215329,0.112972107,0.195254474,0.161813916
4/1/1961,65.309998,0.003835243,0.055565462,0.20152169,0.183332621
5/1/1961,66.559998,0.018958633,0.048009205,0.181000267,0.175792371
6/1/1961,64.639999,-0.029270368,-0.006476492,0.106495615,0.127186661
7/1/1961,66.760002,0.03227073,0.021958995,0.077524457,0.18454098
8/1/1961,68.07,0.019432459,0.022432821,0.070442026,0.178187338
9/1/1961,66.730003,-0.019881916,0.031821273,0.025344782,0.220599256
10/1/1961,68.620003,0.027929409,0.027479952,0.049438948,0.250960637
11/1/1961,71.32,0.038592712,0.046640206,0.069073027,0.250073293
12/1/1961,71.550003,0.003219755,0.069741876,0.101563149,0.208058765
1/1/1962,68.839996,-0.038611635,0.003200832,0.030680784,0.108205242
2/1/1962,69.959999,0.016138723,-0.019253157,0.027387048,0.097829074
3/1/1962,69.550003,-0.005877674,-0.028350586,0.04139129,0.066736071
4/1/1962,65.239998,-0.063973214,-0.053712166,-0.050511334,-0.001072386
5/1/1962,59.630001,-0.089913927,-0.159764816,-0.179017973,-0.109944947
6/1/1962,54.75,-0.085381451,-0.239268593,-0.267619179,-0.16605603
7/1/1962,58.23,0.061623317,-0.113672061,-0.167384227,-0.136703443
8/1/1962,59.119999,0.015168574,-0.00858956,-0.168354376,-0.140967328
9/1/1962,56.27,-0.049407726,0.027384165,-0.211884428,-0.170493138
10/1/1962,56.52,0.004433024,-0.029806128,-0.143478189,-0.193989523
11/1/1962,62.259998,0.096724575,0.051749873,0.043160313,-0.13585766
12/1/1962,63.099998,0.013401605,0.114559204,0.141943369,-0.12567581
1/1/1963,66.199997,0.04795968,0.15808586,0.128279732,-0.039104496
2/1/1963,64.290001,-0.029276304,0.032084981,0.083834854,-0.084519522
3/1/1963,66.57,0.034849912,0.053533288,0.168092492,-0.043791936
4/1/1963,69.800003,0.047380027,0.052953635,0.211039495,0.067561306
5/1/1963,70.800003,0.01422499,0.096454929,0.12853991,0.171700223
6/1/1963,69.370003,-0.020404502,0.041200515,0.094733803,0.236677172
7/1/1963,69.129997,-0.003465794,-0.009645306,0.043308329,0.171588061
8/1/1963,72.5,0.047597815,0.023727519,0.120182448,0.204017302
9/1/1963,71.699997,-0.011095856,0.033036165,0.07423668,0.242329172
10/1/1963,74.010002,0.03170954,0.0682115,0.058566193,0.269605688
11/1/1963,73.230003,-0.010595032,0.010018652,0.033746171,0.162286081
12/1/1963,75.019997,0.024149491,0.045263999,0.078300164,0.173033967
1/1/1964,77.040001,0.026570076,0.040124534,0.108336034,0.151644363
2/1/1964,77.800003,0.009816689,0.060536256,0.070554908,0.190737356
3/1/1964,78.980003,0.015053224,0.051439989,0.096703988,0.170940668
4/1/1964,79.459999,0.006059044,0.030928957,0.071053492,0.129619685
5/1/1964,80.370003,0.011387272,0.03249954,0.093035796,0.126781966
6/1/1964,81.690002,0.01629061,0.033736926,0.085176915,0.163477079
7/1/1964,83.18,0.018075314,0.045753197,0.076682154,0.185018188
8/1/1964,81.830002,-0.016362985,0.018002939,0.050502479,0.121057387
9/1/1964,84.18,0.028313414,0.030025744,0.063762669,0.160466658
10/1/1964,84.860001,0.008045488,0.019995917,0.065749114,0.136802605
11/1/1964,84.419998,-0.005198535,0.031160368,0.049163307,0.142199103
12/1/1964,84.75,0.00390143,0.006748383,0.036774126,0.121951042
1/1/1965,87.559998,0.032618504,0.031321398,0.051317315,0.127999469
2/1/1965,87.43,-0.001485777,0.035034157,0.066194524,0.116697003
3/1/1965,86.160004,-0.014632394,0.016500333,0.023248716,0.087011385
4/1/1965,89.110001,0.033665494,0.017547323,0.048868721,0.114617835
5/1/1965,88.419998,-0.007773407,0.011259693,0.046293849,0.095457156
6/1/1965,84.120003,-0.049853779,-0.023961693,-0.00746136,0.029312767
7/1/1965,85.25,0.01334373,-0.044283457,-0.026736134,0.024581182
8/1/1965,87.169998,0.022272096,-0.014237954,-0.002978261,0.063216263
9/1/1965,89.959999,0.031504904,0.067120729,0.043159037,0.066407753
10/1/1965,92.419998,0.026978268,0.080755268,0.036471811,0.085340532
11/1/1965,91.610001,-0.008802937,0.049680235,0.035442281,0.08173613
12/1/1965,92.43,0.008911154,0.027086485,0.094207215,0.086745855
1/1/1966,92.879997,0.004856704,0.004964921,0.085720189,0.058984055
2/1/1966,91.220001,-0.018034123,-0.004266265,0.04541397,0.042435709
3/1/1966,89.230003,-0.022056843,-0.035234262,-0.008147776,0.03501126
4/1/1966,91.059998,0.020301268,-0.019789697,-0.014824776,0.021647035
5/1/1966,86.129997,-0.05566086,-0.057416434,-0.061682699,-0.026240418
6/1/1966,84.739998,-0.016270026,-0.051629618,-0.08686388,0.007343335
7/1/1966,83.599998,-0.013544225,-0.085475112,-0.105264809,-0.01954462
8/1/1966,77.099998,-0.080940242,-0.110754493,-0.168170928,-0.122756957
9/1/1966,76.559998,-0.007028534,-0.101513001,-0.153142619,-0.161290395
10/1/1966,80.199997,0.046448756,-0.041520019,-0.12699513,-0.141819906
11/1/1966,80.449997,0.003112359,0.042532582,-0.068221912,-0.129904611
12/1/1966,80.330002,-0.001492661,0.048068454,-0.053444547,-0.140308426
1/1/1967,86.610001,0.075272119,0.076891816,0.035371798,-0.069893011
2/1/1967,86.779999,0.001960875,0.075740333,0.118272914,-0.049898013
3/1/1967,90.199997,0.038653225,0.115886219,0.163954673,0.010812054
4/1/1967,94.010002,0.041371787,0.081985887,0.158877703,0.031882573
5/1/1967,89.080002,-0.053866316,0.026158696,0.101899029,0.033677117
6/1/1967,90.639999,0.017360741,0.004866212,0.120752431,0.067307884
7/1/1967,94.75,0.044346238,0.007840663,0.08982655,0.125198348
8/1/1967,93.639999,-0.011784212,0.049922767,0.076081463,0.194354377
9/1/1967,96.709999,0.032259167,0.064821194,0.069687406,0.233642078
10/1/1967,93.300003,-0.035896659,-0.015421704,-0.007581041,0.151296663
11/1/1967,94,0.007474642,0.00383715,0.053759917,0.155658946
12/1/1967,96.470001,0.025937307,-0.00248471,0.062336484,0.183088914
1/1/1968,92.239998,-0.044838235,-0.011426286,-0.02684799,0.06297856
2/1/1968,89.360001,-0.031720688,-0.050621616,-0.046784466,0.029296997
3/1/1968,90.199997,0.009356228,-0.067202696,-0.069687406,0
4/1/1968,97.459999,0.077412633,0.055048173,0.043621887,0.036040846
5/1/1968,98.68,0.012440265,0.099209126,0.048587509,0.102347427
6/1/1968,99.580002,0.00907907,0.098931967,0.031729272,0.094065756
7/1/1968,97.739998,-0.01865049,0.002868844,0.057917017,0.031069027
8/1/1968,98.860001,0.011393847,0.001822426,0.101031552,0.054247086
9/1/1968,102.669998,0.037815224,0.030558581,0.129490548,0.059803142
10/1/1968,103.410004,0.007181766,0.056390836,0.059259681,0.102881568
11/1/1968,108.370003,0.046849618,0.091846608,0.093669034,0.142256543
12/1/1968,103.860001,-0.042507478,0.011523906,0.042082487,0.073811758
1/1/1969,103.010002,-0.008217758,-0.003875618,0.052515219,0.110432236
2/1/1969,98.129997,-0.048532991,-0.099258226,-0.007411618,0.093619934
3/1/1969,101.510002,0.033864236,-0.022886513,-0.011362606,0.118127942
4/1/1969,103.690002,0.021248362,0.006579608,0.00270399,0.061963671
5/1/1969,103.459999,-0.002220643,0.052891955,-0.046366271,0.047302763
6/1/1969,97.709999,-0.057181157,-0.038153438,-0.06103995,-0.018957464
7/1/1969,91.830002,-0.062064834,-0.121466634,-0.114887027,-0.062371808
8/1/1969,95.510002,0.039291912,-0.07995408,-0.027062125,-0.034473743
9/1/1969,93.120003,-0.025341959,-0.048114882,-0.086268319,-0.097630926
10/1/1969,97.120003,0.042058342,0.056008295,-0.06545834,-0.06275435
11/1/1969,93.809998,-0.034675919,-0.017959536,-0.097913616,-0.144279887
12/1/1969,92.059998,-0.018830922,-0.0114485,-0.059563381,-0.120603331
1/1/1970,85.019997,-0.079554029,-0.133060871,-0.077052576,-0.191939603
2/1/1970,89.5,0.051352138,-0.047032814,-0.06499235,-0.092054474
3/1/1970,89.629997,0.001451427,-0.026750465,-0.038198964,-0.124467284
4/1/1970,81.519997,-0.0948417,-0.042038136,-0.175099006,-0.240557346
5/1/1970,76.550003,-0.062904191,-0.156294464,-0.203327278,-0.301240894
6/1/1970,72.720001,-0.051327698,-0.209073588,-0.235824053,-0.295387434
7/1/1970,78.050003,0.070733222,-0.043498667,-0.085536802,-0.162589378
8/1/1970,81.519997,0.043498667,0.062904191,-0.093390273,-0.158382623
9/1/1970,84.300003,0.033533548,0.147765437,-0.061308151,-0.099507116
10/1/1970,83.25,-0.012533772,0.064498443,0.020999777,-0.154099229
11/1/1970,87.199997,0.046356168,0.067355944,0.130260135,-0.073067142
12/1/1970,92.150002,0.055213409,0.089035805,0.236801242,0.000977189
1/1/1971,95.879997,0.039679672,0.141249249,0.205747693,0.120210891
2/1/1971,96.75,0.009032954,0.103926035,0.17128198,0.077891707
3/1/1971,100.309998,0.036135039,0.084847665,0.17388347,0.112575319
4/1/1971,103.949997,0.035644614,0.080812607,0.222061857,0.243061633
5/1/1971,99.629997,-0.042446691,0.029332962,0.133258997,0.263519133
6/1/1971,98.699997,-0.009378378,-0.016180455,0.06866721,0.305468452
7/1/1971,95.580002,-0.032121302,-0.083946371,-0.003133764,0.202613929
8/1/1971,99.029999,0.03545921,-0.00604047,0.023292493,0.194574472
9/1/1971,98.339996,-0.006992003,-0.003654095,-0.01983455,0.154048921
10/1/1971,94.230003,-0.042692187,-0.01422498,-0.098171351,0.123890505
11/1/1971,93.989998,-0.002550262,-0.052234452,-0.058274922,0.074984076
12/1/1971,102.089996,0.082666366,0.037423917,0.033769822,0.102437032
1/1/1972,103.940002,0.017959091,0.098075195,0.083850215,0.080716451
2/1/1972,106.57,0.024988217,0.125613674,0.073379222,0.096671714
3/1/1972,107.199997,0.005894174,0.048841483,0.086265399,0.06643085
4/1/1972,107.669998,0.004374755,0.035257146,0.133332341,0.03516099
5/1/1972,109.529999,0.0171275,0.027396429,0.153010103,0.094735181
6/1/1972,107.139999,-0.022062094,-0.00055984,0.048281643,0.082051465
7/1/1972,107.389999,0.002330677,-0.002603917,0.03265323,0.116503444
8/1/1972,111.089996,0.033873589,0.014142172,0.041538601,0.114917823
9/1/1972,110.550003,-0.004872713,0.031331553,0.030771714,0.117037113
10/1/1972,111.580002,0.009273906,0.038274782,0.035670865,0.169003206
11/1/1972,116.669998,0.044607579,0.049008772,0.063150944,0.216161047
12/1/1972,118.050003,0.011758869,0.065640355,0.096971908,0.145253551
1/1/1973,116.029999,-0.017259519,0.039106929,0.077381711,0.110034941
2/1/1973,111.68,-0.038211131,-0.043711781,0.005296991,0.046835593
3/1/1973,111.519997,-0.001433719,-0.056904369,0.008735986,0.039507699
4/1/1973,106.970001,-0.041655489,-0.081300339,-0.04219341,-0.006522545
5/1/1973,104.949997,-0.019064413,-0.062153621,-0.105865402,-0.042714458
6/1/1973,104.260002,-0.006596219,-0.067316122,-0.12422049,-0.027248583
7/1/1973,108.220001,0.037278403,0.011617771,-0.069682568,0.007699143
8/1/1973,104.25,-0.037374341,-0.006692157,-0.068845778,-0.063548787
9/1/1973,108.43,0.039312943,0.039217005,-0.028099117,-0.019363131
10/1/1973,108.290001,-0.001291981,0.000646621,0.012264392,-0.029929017
11/1/1973,95.959999,-0.120881395,-0.082860433,-0.08955259,-0.195417992
12/1/1973,97.550003,0.01643367,-0.105739706,-0.066522701,-0.190743191
1/1/1974,96.57,-0.010096964,-0.114544689,-0.113898067,-0.183580636
2/1/1974,96.220001,-0.003630887,0.002705819,-0.080154614,-0.149000392
3/1/1974,93.980003,-0.023555221,-0.037283072,-0.143022778,-0.171121895
4/1/1974,90.309998,-0.039833851,-0.06701996,-0.181564649,-0.169300257
5/1/1974,87.279999,-0.034126844,-0.097515917,-0.094810097,-0.184362688
6/1/1974,86,-0.014774034,-0.088734729,-0.126017802,-0.192540502
7/1/1974,79.309998,-0.080983097,-0.129883975,-0.196903935,-0.310802003
8/1/1974,72.150002,-0.094616886,-0.190374017,-0.287889934,-0.368044548
9/1/1974,63.540001,-0.127077668,-0.302677652,-0.391412381,-0.534435159
10/1/1974,73.900002,0.15104321,-0.070651344,-0.200535319,-0.382099968
11/1/1974,69.970001,-0.054646262,-0.03068072,-0.221054737,-0.315864835
12/1/1974,68.559998,-0.020357348,0.076039601,-0.226638051,-0.352655853
1/1/1975,76.980003,0.115836442,0.040832832,-0.029818512,-0.226722447
2/1/1975,81.589996,0.05816097,0.153640063,0.122959343,-0.16493059
3/1/1975,83.360001,0.021461934,0.195459345,0.271498945,-0.119913436
4/1/1975,87.300003,0.046181907,0.12580481,0.166637642,-0.033897677
5/1/1975,91.150002,0.043156026,0.110799867,0.26443993,0.043385193
6/1/1975,95.190002,0.043368392,0.132706325,0.32816567,0.101527619
7/1/1975,88.75,-0.070051487,0.016472931,0.142277742,0.112459229
8/1/1975,86.879997,-0.021295607,-0.047978701,0.062821165,0.185780509
9/1/1975,83.870003,-0.035259805,-0.126606899,0.006099427,0.277598372
10/1/1975,89.040001,0.059817701,0.00326229,0.019735221,0.186372863
11/1/1975,91.239998,0.024407657,0.048965554,0.000986852,0.265426782
12/1/1975,90.190002,-0.011574797,0.072650562,-0.053956337,0.274209333
1/1/1976,100.860001,0.111814848,0.124647708,0.127909998,0.27018774
2/1/1976,99.709999,-0.011467464,0.088772587,0.137738141,0.200559306
3/1/1976,102.769997,0.03022749,0.130574874,0.203225436,0.209324862
4/1/1976,101.639999,-0.011056304,0.007703722,0.13235143,0.152086651
5/1/1976,100.18,-0.014468581,0.004702605,0.093475192,0.094462045
6/1/1976,104.279999,0.040111012,0.014586127,0.145161001,0.091204664
7/1/1976,103.440002,-0.008087826,0.017554605,0.025258327,0.153168325
8/1/1976,102.910004,-0.005136895,0.026886291,0.031588896,0.169327037
9/1/1976,105.239998,0.022388578,0.009163858,0.023749985,0.22697542
10/1/1976,102.900002,-0.022485775,-0.005234092,0.012320514,0.144671944
11/1/1976,102.099998,-0.007804957,-0.007902153,0.018984138,0.11245933
12/1/1976,107.459999,0.05116597,0.020875239,0.030039097,0.175200098
1/1/1977,102.029999,-0.051851798,-0.008490784,-0.013724876,0.011533451
2/1/1977,99.82,-0.021898314,-0.022584142,-0.030486295,0.001102601
3/1/1977,98.419998,-0.014124549,-0.087874661,-0.066999422,-0.043249437
4/1/1977,98.440002,0.000203231,-0.035819632,-0.044310416,-0.031989903
5/1/1977,96.120003,-0.023849804,-0.037771122,-0.060355264,-0.041371126
6/1/1977,100.480003,0.04436129,0.020714717,-0.067159943,-0.037120847
7/1/1977,98.849998,-0.016355203,0.004156284,-0.031663349,-0.045388224
8/1/1977,96.769997,-0.021266531,0.006739556,-0.031031566,-0.061517861
9/1/1977,96.529999,-0.002483167,-0.040104902,-0.019390185,-0.086389607
10/1/1977,92.339996,-0.044376457,-0.068126156,-0.063969872,-0.108280289
11/1/1977,94.830002,0.026608462,-0.020251162,-0.013511606,-0.07386687
12/1/1977,95.099998,0.002843113,-0.014924882,-0.055029784,-0.122189727
1/1/1978,89.25,-0.063487528,-0.034035953,-0.102162109,-0.133825457
2/1/1978,87.040001,-0.025073626,-0.085718041,-0.105969203,-0.137000769
3/1/1978,89.209999,0.024625335,-0.063935819,-0.078860701,-0.098250885
4/1/1978,96.830002,0.081963755,0.081515464,0.047479511,-0.016490362
5/1/1978,97.239998,0.004225245,0.110814334,0.025096293,0.011584687
6/1/1978,95.529999,-0.017741805,0.068447194,0.004511375,-0.050518409
7/1/1978,100.68,0.052506846,0.038990286,0.12050575,0.018343641
8/1/1978,103.290001,0.025593405,0.060358447,0.171172781,0.065203578
9/1/1978,102.540001,-0.0072876,0.070812652,0.139259846,0.060399146
10/1/1978,93.150002,-0.096041858,-0.077736052,-0.038745766,0.008733745
11/1/1978,94.699997,0.01650285,-0.086826607,-0.02646816,-0.001371867
12/1/1978,96.110001,0.014779411,-0.064759597,0.006053055,0.010564431
1/1/1979,99.93,0.038976562,0.070258822,-0.007477229,0.11302852
2/1/1979,96.279999,-0.037209338,0.016546634,-0.070279973,0.100892808
3/1/1979,101.589996,0.053684463,0.055451686,-0.00930791,0.129951936
4/1/1979,101.760002,0.001672054,0.018147178,0.088406001,0.049660235
5/1/1979,99.080002,-0.026689494,0.028667022,0.045213656,0.018745496
6/1/1979,102.910004,0.037927234,0.012909793,0.068361479,0.074414535
7/1/1979,103.809998,0.008707427,0.019945167,0.038092345,0.030615116
8/1/1979,109.32,0.051717075,0.098351736,0.127018759,0.056738785
9/1/1979,109.32,0,0.060424502,0.073334295,0.064026385
10/1/1979,101.82,-0.071072813,-0.019355737,0.000589429,0.08899543
11/1/1979,106.160004,0.041740879,-0.029331933,0.069019803,0.114233459
12/1/1979,107.940002,0.016628108,-0.012703825,0.047720677,0.116082156
1/1/1980,114.160004,0.056025472,0.11439446,0.095038722,0.133131067
2/1/1980,113.660004,-0.004389437,0.068264143,0.03893221,0.165950969
3/1/1980,102.089996,-0.107356833,-0.055720798,-0.068424623,0.004909672
4/1/1980,106.290001,0.040316479,-0.071429791,0.042964668,0.043554098
5/1/1980,111.239998,0.045518794,-0.02152156,0.046742584,0.115762387
6/1/1980,114.239998,0.02661147,0.112446743,0.056725945,0.104446622
7/1/1980,121.669998,0.063010964,0.135141228,0.063711437,0.158750159
8/1/1980,122.379997,0.005818488,0.095440922,0.073919362,0.112851572
9/1/1980,125.459999,0.024856041,0.093685494,0.206132237,0.137707614
10/1/1980,127.470001,0.015894076,0.046568605,0.181709834,0.224674502
11/1/1980,140.520004,0.097468805,0.138218922,0.233659844,0.280402428
12/1/1980,135.759995,-0.034461272,0.078901609,0.172587103,0.229313048
1/1/1981,129.550003,-0.046821654,0.01618588,0.062754485,0.126465922
2/1/1981,131.270004,0.013189371,-0.068093555,0.070125368,0.14404473
3/1/1981,136,0.035398584,0.001766302,0.080667911,0.286800148
4/1/1981,132.809998,-0.023735365,0.02485259,0.04103847,0.222748303
5/1/1981,132.589996,-0.00165789,0.010005329,-0.058088226,0.175571619
6/1/1981,131.210007,-0.010462483,-0.035855739,-0.034089438,0.138497665
7/1/1981,130.919998,-0.002212712,-0.014333086,0.010519504,0.073273989
8/1/1981,122.790001,-0.064110847,-0.076786043,-0.066780714,0.003344654
9/1/1981,116.18,-0.055334875,-0.121658434,-0.157514173,-0.076846262
10/1/1981,121.889999,0.047978278,-0.071467444,-0.08580053,-0.04476206
11/1/1981,126.349998,0.035936828,0.028580231,-0.048205812,-0.106294038
12/1/1981,122.550003,-0.030536684,0.053378422,-0.068280012,-0.10236945
1/1/1982,120.400002,-0.017699585,-0.012299441,-0.083766885,-0.073247381
2/1/1982,113.110001,-0.062458744,-0.110695013,-0.082114782,-0.148895496
3/1/1982,111.959999,-0.01021915,-0.090377479,-0.036999057,-0.19451323
4/1/1982,116.440002,0.03923448,-0.033443413,-0.045742854,-0.131543384
5/1/1982,111.879997,-0.039949295,-0.010933964,-0.121628976,-0.169834788
6/1/1982,109.610001,-0.020498221,-0.021213035,-0.111590514,-0.179870526
7/1/1982,107.089996,-0.023259055,-0.083706571,-0.117149984,-0.200916869
8/1/1982,119.510002,0.109730502,0.065973225,0.055039261,-0.027075521
9/1/1982,120.419998,0.007585549,0.094056995,0.07284396,0.035844903
10/1/1982,133.720001,0.104762454,0.222078504,0.138371933,0.092629079
11/1/1982,138.529999,0.035338832,0.147686835,0.21366006,0.092031083
12/1/1982,140.639999,0.015116525,0.155217811,0.249274806,0.137684292
1/1/1983,145.300003,0.032597164,0.083052522,0.305131026,0.187981042
2/1/1983,148.059998,0.018816992,0.066530682,0.214217517,0.269256778
3/1/1983,152.960007,0.032558912,0.083973068,0.23919088,0.312034839
4/1/1983,164.429993,0.07230841,0.123684314,0.206736836,0.345108769
5/1/1983,162.389999,-0.012484062,0.09238326,0.158913942,0.372574002
6/1/1983,167.639999,0.031817974,0.091642322,0.17561539,0.424890197
7/1/1983,162.559998,-0.030771665,-0.011437753,0.112246561,0.417377587
8/1/1983,164.399994,0.011255294,0.012301603,0.104684863,0.31890238
9/1/1983,166.070007,0.010106982,-0.009409389,0.082232933,0.321423813
10/1/1983,163.550003,-0.015290656,0.00607162,-0.005366133,0.201370703
11/1/1983,166.399994,0.01727572,0.012092046,0.024393649,0.183307591
12/1/1983,164.929993,-0.008873393,-0.006888329,-0.016297718,0.159317672
1/1/1984,163.410004,-0.009258694,-0.000856368,0.005215252,0.117461813
2/1/1984,157.059998,-0.039634519,-0.057766607,-0.045674561,0.059010302
3/1/1984,159.179993,0.013407708,-0.035485506,-0.042373835,0.039859098
4/1/1984,160.050003,0.005450692,-0.020776119,-0.021632487,-0.02699862
5/1/1984,150.550003,-0.06119101,-0.04233261,-0.100099217,-0.075705568
6/1/1984,153.179993,0.01731838,-0.038421939,-0.073907444,-0.090205162
7/1/1984,150.660004,-0.016587986,-0.060460616,-0.081236736,-0.076021483
8/1/1984,166.679993,0.101050096,0.10178049,0.059447879,0.013773318
9/1/1984,166.100006,-0.003485712,0.080976398,0.042554459,0.000180624
10/1/1984,166.089996,-6.03E-05,0.097504117,0.037043501,0.015411014
11/1/1984,163.580002,-0.015227606,-0.018773585,0.083006905,-0.017092313
12/1/1984,167.240005,0.022127757,0.006839884,0.087816282,0.013908837
1/1/1985,179.630005,0.071469271,0.078369422,0.175873539,0.094636803
2/1/1985,181.179993,0.008591766,0.102188794,0.083415209,0.142863088
3/1/1985,180.660004,-0.00287414,0.077186897,0.084026781,0.12658124
4/1/1985,179.830002,-0.004604863,0.001112764,0.079482185,0.116525686
5/1/1985,189.550003,0.052640886,0.045161884,0.147350678,0.230357583
6/1/1985,191.850006,0.01206099,0.060097014,0.137283912,0.225100193
7/1/1985,190.919998,-0.004859366,0.05984251,0.060955274,0.236828813
8/1/1985,188.630005,-0.012067031,-0.004865407,0.040296477,0.123711686
9/1/1985,182.080002,-0.035341289,-0.052267686,0.007829328,0.091856109
10/1/1985,189.820007,0.04163013,-0.00577819,0.05406432,0.133546506
11/1/1985,202.169998,0.063032626,0.069321467,0.06445606,0.211806738
12/1/1985,211.279999,0.044075346,0.148738101,0.096470415,0.233754327
1/1/1986,211.779999,0.002363732,0.109471704,0.103693514,0.164648788
2/1/1986,226.919998,0.069049528,0.115488606,0.184810073,0.22510655
3/1/1986,238.899994,0.051447506,0.122860766,0.271598867,0.279428195
4/1/1986,235.520004,-0.014249177,0.106247857,0.215719561,0.269783881
5/1/1986,247.350006,0.049008509,0.086206838,0.201695444,0.266151504
6/1/1986,250.839996,0.014010908,0.048770241,0.171631006,0.268101422
7/1/1986,236.119995,-0.060475141,0.002544277,0.108792134,0.212485648
8/1/1986,252.929993,0.068772614,0.022308381,0.108515219,0.293325292
9/1/1986,231.320007,-0.089310679,-0.081013206,-0.032242966,0.239355902
10/1/1986,243.979996,0.053284175,0.032746109,0.035290386,0.251009947
11/1/1986,249.220001,0.021249806,-0.014776698,0.007531683,0.209227127
12/1/1986,242.169998,-0.028696094,0.045837887,-0.035175319,0.136455687
1/1/1987,274.079987,0.123780037,0.116333749,0.149079858,0.257871992
2/1/1987,284.200012,0.036258271,0.131342213,0.116565515,0.225080734
3/1/1987,291.700012,0.02604766,0.186085967,0.231923854,0.199680889
4/1/1987,288.359985,-0.01151627,0.05078966,0.167123409,0.202413795
5/1/1987,290.100006,0.006016064,0.020547454,0.151889667,0.15942135
6/1/1987,304,0.04680199,0.041301783,0.227387751,0.192212432
7/1/1987,318.660004,0.047097015,0.099915069,0.150704729,0.299784587
8/1/1987,329.799988,0.034361658,0.128260662,0.148808116,0.265373631
9/1/1987,321.829987,-0.024462958,0.056995714,0.098297497,0.330221352
10/1/1987,251.789993,-0.245428036,-0.235529337,-0.135614269,0.031509141
11/1/1987,230.300003,-0.089212559,-0.359103554,-0.230842892,-0.078953225
12/1/1987,247.080002,0.070329359,-0.264311237,-0.207315522,0.020072228
1/1/1988,257.070007,0.03963627,0.02075307,-0.214776268,-0.064071539
2/1/1988,267.820007,0.040966691,0.150932319,-0.208171235,-0.059363119
3/1/1988,258.890015,-0.03391182,0.04669114,-0.217620096,-0.119322599
4/1/1988,261.329987,0.009380608,0.016435478,0.037188548,-0.098425721
5/1/1988,262.160004,0.003171093,-0.02136012,0.1295722,-0.101270692
6/1/1988,273.5,0.042346602,0.054898303,0.101589443,-0.10572608
7/1/1988,272.019989,-0.005426069,0.040091626,0.056527104,-0.158249164
8/1/1988,261.519989,-0.039364832,-0.002444299,-0.023804419,-0.231975653
9/1/1988,271.910004,0.038960424,-0.005830478,0.049067825,-0.168552272
10/1/1988,278.970001,0.025633109,0.0252287,0.065320326,0.102508874
11/1/1988,273.700012,-0.019071593,0.04552194,0.04307764,0.17264984
12/1/1988,277.720001,0.014580756,0.021142272,0.015311794,0.116901237
1/1/1989,297.470001,0.068699967,0.06420913,0.08943783,0.145964934
2/1/1989,288.859985,-0.029371293,0.05390943,0.099431369,0.075626951
3/1/1989,294.869995,0.020592475,0.059921149,0.08106342,0.130131245
4/1/1989,309.640015,0.048875816,0.040096998,0.104306128,0.169626454
5/1/1989,320.519989,0.034534262,0.104002553,0.157911983,0.200989623
6/1/1989,317.980011,-0.00795612,0.075453958,0.135375107,0.1506869
7/1/1989,346.079987,0.084681402,0.111259544,0.151356542,0.240794372
8/1/1989,351.450012,0.015397563,0.092122845,0.196125398,0.295556767
9/1/1989,349.149994,-0.006565876,0.09351309,0.168967048,0.250030468
10/1/1989,340.359985,-0.025497775,-0.016666088,0.094593456,0.198899584
11/1/1989,345.98999,0.016406007,-0.015657644,0.076465201,0.234377184
12/1/1989,353.399994,0.021190699,0.012098931,0.105612021,0.240987127
1/1/1990,329.079987,-0.0712997,-0.033702994,-0.050369082,0.10098746
2/1/1990,331.890015,0.008502791,-0.04160621,-0.057263854,0.138861544
3/1/1990,339.940002,0.023965503,-0.038831406,-0.026732475,0.142234573
4/1/1990,330.799988,-0.02725521,0.005213084,-0.02848991,0.066103546
5/1/1990,361.230011,0.088000978,0.084711271,0.043105061,0.119570262
6/1/1990,358.019989,-0.008926085,0.051819683,0.012988277,0.118600298
7/1/1990,356.149994,-0.005236846,0.073838047,0.079051131,0.028682049
